reclat,reclon,
42.92249, -78.88153,
42.92251, -78.88152,
42.92254, -78.88151,
42.92257, -78.88151,
42.92259, -78.88151,
42.92262, -78.88150,
42.92265, -78.88149,
42.92267, -78.88148,
42.92270, -78.88147,
42.92272, -78.88147,
42.92275, -78.88148,
42.92278, -78.88147,
42.92280, -78.88147,
42.92282, -78.88147,
42.92285, -78.88147,
42.92288, -78.88146,
42.92290, -78.88145,
42.92293, -78.88144,
42.92295, -78.88145,
42.92297, -78.88145,
42.92300, -78.88144,
42.92302, -78.88143,
42.92306, -78.88142,
42.92309, -78.88142,
42.92311, -78.88140,
42.92312, -78.88137,
42.92312, -78.88133,
42.92311, -78.88130,
42.92310, -78.88126,
42.92310, -78.88123,
42.92310, -78.88120,
42.92312, -78.88117,
42.92314, -78.88116,
42.92315, -78.88118,
42.92314, -78.88122,
42.92314, -78.88126,
42.92313, -78.88131,
42.92314, -78.88135,
42.92316, -78.88138,
42.92319, -78.88140,
42.92322, -78.88141,
42.92324, -78.88141,
42.92327, -78.88142,
42.92329, -78.88144,
42.92329, -78.88148,
42.92327, -78.88150,
42.92325, -78.88150,
42.92322, -78.88148,
42.92322, -78.88145,
42.92324, -78.88142,
42.92327, -78.88141,
42.92330, -78.88141,
42.92333, -78.88141,
42.92335, -78.88139,
42.92338, -78.88138,
42.92341, -78.88138,
42.92345, -78.88138,
42.92347, -78.88137,
42.92350, -78.88138,
42.92353, -78.88138,
42.92355, -78.88138,
42.92358, -78.88137,
42.92361, -78.88135,
42.92364, -78.88134,
42.92367, -78.88135,
42.92369, -78.88135,
42.92372, -78.88134,
42.92375, -78.88134,
42.92378, -78.88134,
42.92381, -78.88134,
42.92383, -78.88133,
42.92386, -78.88132,
42.92389, -78.88132,
42.92391, -78.88132,
42.92394, -78.88131,
42.92396, -78.88131,
42.92398, -78.88131,
42.92401, -78.88131,
42.92403, -78.88131,
42.92406, -78.88131,
42.92408, -78.88131,
42.92411, -78.88130,
42.92415, -78.88130,
42.92417, -78.88130,
42.92420, -78.88129,
42.92423, -78.88128,
42.92425, -78.88128,
42.92428, -78.88127,
42.92431, -78.88126,
42.92433, -78.88125,
42.92436, -78.88124,
42.92438, -78.88124,
42.92441, -78.88123,
42.92444, -78.88122,
42.92447, -78.88122,
42.92449, -78.88122,
42.92452, -78.88123,
42.92455, -78.88122,
42.92457, -78.88121,
42.92460, -78.88120,
42.92462, -78.88120,
42.92465, -78.88119,
42.92468, -78.88119,
42.92470, -78.88118,
42.92473, -78.88118,
42.92475, -78.88118,
42.92477, -78.88117,
42.92480, -78.88117,
42.92483, -78.88117,
42.92486, -78.88116,
42.92488, -78.88116,
42.92491, -78.88116,
42.92494, -78.88116,
42.92496, -78.88116,
42.92499, -78.88116,
42.92501, -78.88116,
42.92504, -78.88115,
42.92506, -78.88115,
42.92508, -78.88116,
42.92508, -78.88120,
42.92507, -78.88122,
42.92504, -78.88124,
42.92501, -78.88124,
42.92500, -78.88123,
42.92500, -78.88120,
42.92502, -78.88118,
42.92505, -78.88118,
42.92509, -78.88118,
42.92511, -78.88118,
42.92513, -78.88117,
42.92516, -78.88117,
42.92518, -78.88115,
42.92521, -78.88114,
42.92524, -78.88114,
42.92527, -78.88113,
42.92530, -78.88113,
42.92533, -78.88112,
42.92535, -78.88112,
42.92538, -78.88111,
42.92540, -78.88109,
42.92543, -78.88108,
42.92546, -78.88108,
42.92549, -78.88108,
42.92552, -78.88108,
42.92554, -78.88108,
42.92557, -78.88108,
42.92560, -78.88107,
42.92562, -78.88106,
42.92565, -78.88105,
42.92567, -78.88104,
42.92570, -78.88103,
42.92573, -78.88102,
42.92575, -78.88102,
42.92578, -78.88103,
42.92581, -78.88102,
42.92583, -78.88102,
42.92586, -78.88102,
42.92589, -78.88102,
42.92592, -78.88102,
42.92594, -78.88103,
42.92594, -78.88107,
42.92594, -78.88110,
42.92595, -78.88108,
42.92598, -78.88105,
42.92600, -78.88106,
42.92602, -78.88110,
42.92602, -78.88113,
42.92602, -78.88118,
42.92602, -78.88121,
42.92601, -78.88124,
42.92600, -78.88127,
42.92598, -78.88129,
42.92598, -78.88131,
42.92598, -78.88135,
42.92597, -78.88139,
42.92596, -78.88142,
42.92596, -78.88146,
42.92596, -78.88150,
42.92596, -78.88153,
42.92596, -78.88157,
42.92595, -78.88161,
42.92594, -78.88165,
42.92594, -78.88169,
42.92594, -78.88173,
42.92594, -78.88176,
42.92593, -78.88180,
42.92593, -78.88184,
42.92593, -78.88187,
42.92593, -78.88191,
42.92594, -78.88195,
42.92594, -78.88199,
42.92594, -78.88203,
42.92594, -78.88207,
