reclat,reclon,
42.96932, -78.83254,
42.96932, -78.83249,
42.96931, -78.83246,
42.96931, -78.83242,
42.96933, -78.83240,
42.96936, -78.83240,
42.96938, -78.83241,
42.96939, -78.83241,
42.96943, -78.83242,
42.96945, -78.83243,
42.96947, -78.83244,
42.96948, -78.83242,
42.96950, -78.83241,
42.96952, -78.83241,
42.96955, -78.83240,
42.96957, -78.83240,
42.96959, -78.83241,
42.96961, -78.83239,
42.96963, -78.83239,
42.96965, -78.83241,
42.96968, -78.83239,
42.96971, -78.83240,
42.96974, -78.83240,
42.96977, -78.83241,
42.96978, -78.83240,
42.96981, -78.83240,
42.96984, -78.83241,
42.96987, -78.83242,
42.96990, -78.83243,
42.96993, -78.83243,
42.96997, -78.83243,
42.96999, -78.83244,
42.97002, -78.83244,
42.97005, -78.83243,
42.97007, -78.83244,
42.97010, -78.83243,
42.97013, -78.83241,
42.97015, -78.83242,
42.97018, -78.83242,
42.97021, -78.83243,
42.97024, -78.83244,
42.97026, -78.83242,
42.97029, -78.83242,
42.97031, -78.83243,
42.97034, -78.83243,
42.97037, -78.83242,
42.97039, -78.83243,
42.97042, -78.83243,
42.97045, -78.83242,
42.97048, -78.83242,
42.97051, -78.83244,
42.97054, -78.83244,
42.97056, -78.83245,
42.97059, -78.83245,
42.97062, -78.83244,
42.97064, -78.83243,
42.97067, -78.83243,
42.97070, -78.83243,
42.97072, -78.83241,
42.97075, -78.83241,
42.97078, -78.83242,
42.97081, -78.83242,
42.97084, -78.83242,
42.97087, -78.83242,
42.97090, -78.83243,
42.97092, -78.83241,
42.97095, -78.83241,
42.97098, -78.83242,
42.97100, -78.83243,
42.97103, -78.83242,
42.97106, -78.83243,
42.97109, -78.83243,
42.97112, -78.83243,
42.97115, -78.83242,
42.97117, -78.83243,
42.97120, -78.83243,
42.97123, -78.83243,
42.97126, -78.83243,
42.97128, -78.83241,
42.97131, -78.83241,
42.97134, -78.83241,
42.97137, -78.83241,
42.97140, -78.83243,
42.97142, -78.83244,
42.97144, -78.83243,
42.97146, -78.83244,
42.97149, -78.83244,
42.97151, -78.83242,
42.97153, -78.83244,
42.97156, -78.83245,
42.97159, -78.83245,
42.97163, -78.83246,
42.97166, -78.83246,
42.97168, -78.83245,
42.97170, -78.83245,
42.97173, -78.83242,
42.97175, -78.83242,
42.97177, -78.83243,
42.97179, -78.83241,
42.97181, -78.83241,
42.97183, -78.83241,
42.97186, -78.83240,
42.97189, -78.83241,
42.97192, -78.83241,
42.97194, -78.83240,
42.97196, -78.83239,
42.97199, -78.83240,
42.97202, -78.83239,
42.97204, -78.83239,
42.97207, -78.83239,
42.97210, -78.83239,
42.97213, -78.83240,
42.97215, -78.83242,
42.97217, -78.83242,
42.97218, -78.83244,
42.97215, -78.83243,
42.97218, -78.83242,
42.97220, -78.83240,
42.97223, -78.83239,
42.97226, -78.83240,
42.97229, -78.83241,
42.97232, -78.83240,
42.97234, -78.83241,
42.97238, -78.83241,
42.97241, -78.83242,
42.97243, -78.83242,
42.97247, -78.83241,
42.97249, -78.83240,
42.97252, -78.83239,
42.97255, -78.83240,
42.97258, -78.83239,
42.97261, -78.83240,
42.97264, -78.83241,
42.97266, -78.83242,
42.97269, -78.83241,
42.97272, -78.83240,
42.97274, -78.83241,
42.97277, -78.83242,
42.97279, -78.83241,
42.97281, -78.83242,
42.97284, -78.83241,
42.97287, -78.83242,
42.97289, -78.83241,
42.97291, -78.83241,
42.97294, -78.83240,
42.97297, -78.83239,
42.97299, -78.83240,
42.97302, -78.83241,
42.97305, -78.83242,
42.97307, -78.83242,
42.97310, -78.83241,
42.97312, -78.83240,
42.97315, -78.83240,
42.97317, -78.83241,
42.97320, -78.83241,
42.97323, -78.83241,
42.97325, -78.83240,
42.97328, -78.83241,
42.97329, -78.83240,
42.97331, -78.83240,
42.97333, -78.83240,
42.97336, -78.83239,
42.97338, -78.83238,
42.97341, -78.83238,
42.97343, -78.83235,
42.97344, -78.83232,
42.97342, -78.83233,
42.97340, -78.83233,
42.97339, -78.83230,
42.97338, -78.83227,
42.97337, -78.83225,
42.97335, -78.83222,
42.97333, -78.83218,
42.97331, -78.83214,
42.97332, -78.83212,
42.97332, -78.83208,
42.97331, -78.83203,
42.97331, -78.83199,
42.97331, -78.83195,
42.97333, -78.83195,
42.97334, -78.83197,
42.97331, -78.83198,
42.97330, -78.83201,
42.97328, -78.83201,
42.97327, -78.83203,
42.97326, -78.83206,
42.97326, -78.83210,
42.97326, -78.83206,
42.97326, -78.83203,
42.97328, -78.83202,
42.97326, -78.83202,
42.97324, -78.83200,
42.97321, -78.83201,
42.97323, -78.83203,
42.97323, -78.83201,
42.97326, -78.83202,
42.97328, -78.83202,
42.97330, -78.83201,
42.97331, -78.83200,
42.97329, -78.83198,
42.97327, -78.83199,
42.97325, -78.83197,
42.97324, -78.83195,
42.97325, -78.83193,
42.97324, -78.83191,
42.97325, -78.83193,
42.97326, -78.83196,
42.97324, -78.83196,
42.97326, -78.83194,
42.97327, -78.83196,
42.97329, -78.83194,
42.97331, -78.83194,
42.97328, -78.83196,
42.97326, -78.83196,
42.97327, -78.83198,
42.97331, -78.83200,
42.97330, -78.83199,
42.97331, -78.83201,
42.97329, -78.83201,
42.97328, -78.83204,
42.97325, -78.83203,
42.97327, -78.83202,
42.97324, -78.83199,
42.97326, -78.83202,
42.97326, -78.83204,
42.97325, -78.83206,
42.97325, -78.83209,
